exercise_id,canonical_name,aliases,status,confidence,category,movement_pattern,primary_joints,equipment,safety_tags_set
EX-0216,Prone I,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,,No
EX-0217,Trap 3 Raise,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,,No
EX-0218,Serratus Punch,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),scapula,,No
EX-0219,Scap Push-Up,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),scapula,,No
EX-0220,Wall Slide,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,wall,No
EX-0221,Band Pull-Apart,,Jason supplied + Jason programmed,CONFIRMED (name + grouping only) + used/described by Jason,shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,band,No
EX-0222,Rear Delt Fly,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,,No
EX-0223,Cable Rear Delt Fly,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,cable,No
EX-0224,Lateral Raise,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,,No
EX-0225,Front Raise,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,shoulder_accessory (not in Jason's pattern list),,,No
EX-0226,Bottoms-Up Carry,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,carry,,,No
EX-0227,Waiter Carry,,Jason supplied,CONFIRMED (name + grouping only),shoulder_accessory,carry,,,No
EX-0228,Deadbug,Dead Bug,Jason supplied + Jason programmed,CONFIRMED (name + grouping only) + used/described by Jason,core_carry,core,,,No
EX-0229,Deadbug Training Table,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0230,Weighted Deadbug,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0231,Band-Resisted Deadbug,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,band,No
EX-0232,Heel Tap Deadbug,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0233,Bird Dog,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0234,Bird Dog Row,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0235,Side Plank,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0236,Side Plank Short Lever,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0237,Side Plank Long Lever,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0238,Copenhagen Side Plank,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,hip,,No
EX-0239,Pallof Press,,Jason supplied + Jason programmed,CONFIRMED (name + grouping only) + used/described by Jason,core_carry,core,,,No
EX-0240,Pallof Hold,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0241,Pallof Walkout,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0242,Cable Chop,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,cable,No
EX-0243,Cable Lift,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,cable,No
EX-0244,Half-Kneeling Chop,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,knee,,No
EX-0245,Half-Kneeling Lift,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,knee,,No
EX-0246,Plank,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0247,RKC Plank,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0248,Stir the Pot,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0249,Hollow Hold,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0250,Bear Crawl Hold,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0251,Bear Crawl,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0252,Suitcase Carry,,Jason supplied,CONFIRMED (name + grouping only),core_carry,carry,,,No
EX-0253,Farmer Carry,,Jason supplied + Jason programmed,CONFIRMED (name + grouping only) + used/described by Jason,core_carry,carry,,,No
EX-0254,Front Rack Carry,,Jason supplied,CONFIRMED (name + grouping only),core_carry,carry,,,No
EX-0255,Offset Carry,,Jason supplied,CONFIRMED (name + grouping only),core_carry,carry,,,No
EX-0256,Marching Carry,,Jason supplied,CONFIRMED (name + grouping only),core_carry,carry,,,No
EX-0257,Turkish Get-Up Partial,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0258,Kettlebell Pullover Deadbug,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,kettlebell,No
EX-0259,Supine March,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,,,No
EX-0260,Glute Bridge March,,Jason supplied,CONFIRMED (name + grouping only),core_carry,core,hip,,No
EX-0261,Standing Calf Raise,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,ankle,,No
EX-0262,Seated Calf Raise,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,ankle,,No
EX-0263,Single-Leg Calf Raise,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,ankle,,No
EX-0264,Bent-Knee Soleus Raise,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,knee; ankle,,No
EX-0265,Wall Tibialis Raise,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,knee; ankle,wall,No
EX-0266,Great Toe Lift,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,toe,,No
EX-0267,Lesser Toe Lift,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,toe,,No
EX-0268,Tripod Foot Balance,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,,No
EX-0269,Single-Leg Balance,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,,No
EX-0270,Single-Leg Balance With Reach,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,,No
EX-0271,Star Excursion Reach,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,,No
EX-0272,Banded Ankle Inversion,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,ankle,band,No
EX-0273,Banded Ankle Eversion,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,ankle,band,No
EX-0274,Banded Ankle Plantarflexion,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,ankle,band,No
EX-0275,Partial Wall Sit,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,wall,No
EX-0276,Backward Sled Drag,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,sled,No
EX-0277,Low Step-Up,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,,No
EX-0278,Controlled Heel Tap,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,,,No
EX-0279,Knee CARs,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,knee,,No
EX-0280,Seated Tibial Rotation,,Jason supplied,CONFIRMED (name + grouping only),foot_ankle_strength_balance,foot_ankle,knee,,No
EX-0281,Stationary Bike Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,bike,No
EX-0282,Upright Bike Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,bike,No
EX-0283,Arc Trainer Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,Arc Trainer,No
EX-0284,Rower Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,rower,No
EX-0285,SkiErg Zone 2,,Jason supplied + Jason programmed,CONFIRMED (name + grouping only) + used/described by Jason,cardio_zone2,cardio,,ski erg,No
EX-0286,Assault Bike Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,bike; assault bike,No
EX-0287,Incline Walk Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,,No
EX-0288,Flat Walk Zone 2,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,,No
EX-0289,Sled Drag Easy Aerobic,,Jason supplied,CONFIRMED (name + grouping only),cardio_zone2,cardio,,sled,No
EX-0290,Assault Bike Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,bike; assault bike,No
EX-0291,Stationary Bike Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,bike,No
EX-0292,Upright Bike Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,bike,No
EX-0293,Arc Trainer Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,Arc Trainer,No
EX-0294,Rower Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,rower,No
EX-0295,SkiErg Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,ski erg,No
EX-0296,Battle Rope Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,battle ropes,No
EX-0297,Farmer Carry Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,,No
EX-0298,Sled Push Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,sled,No
EX-0299,Backward Sled Drag Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,sled,No
EX-0300,Med Ball Slam Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,medicine ball,No
EX-0301,Low-Impact Step-Up Intervals,,Jason supplied,CONFIRMED (name + grouping only),intervals,finisher,,,No
EX-0302,Supine Foot Traction Pull,,Jason supplied + Jason programmed,CONFIRMED (Jason-described in his own session flow),coach_recovery,coach_recovery,,,No
EX-0303,Hip Rotation Mobilization ER / IR,,Jason supplied + Jason programmed,CONFIRMED (Jason-described in his own session flow),coach_recovery,coach_recovery,hip,,No
EX-0304,Supine Hip Capsule Mobilization,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,hip,,No
EX-0305,Tibial IR / ER Mobilization,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,knee,,No
EX-0306,Ankle Distraction,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,ankle,,No
EX-0307,Subtalar Mobilization,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,ankle,,No
EX-0308,Calf Soft Tissue,,Jason supplied + Jason programmed,CONFIRMED (Jason-described in his own session flow),coach_recovery,coach_recovery,ankle,,No
EX-0309,Quad Soft Tissue,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,,No
EX-0310,Hamstring Soft Tissue,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,rings,No
EX-0311,Hip Flexor Soft Tissue,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,hip,,No
EX-0312,Glute / Piriformis Soft Tissue,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,hip,,No
EX-0313,T-Spine Extension Mobilization,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,thoracic,,No
EX-0314,T-Spine Rotation Mobilization,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,thoracic,,No
EX-0315,Supine Shoulder ER / IR Passive Range,,Jason supplied + Jason programmed,CONFIRMED (Jason-described in his own session flow),coach_recovery,coach_recovery,shoulder,,No
EX-0316,Shoulder Posterior Glide,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,shoulder,,No
EX-0317,Scapular Mobilization,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,scapula,,No
EX-0318,Prone Hypervolt Lumbar to Cervical,,Jason supplied + Jason programmed,CONFIRMED (Jason-described in his own session flow),coach_recovery,coach_recovery,lumbar; cervical,Hypervolt (percussion),No
EX-0319,Normatec Boots,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,Normatec,No
EX-0320,Breathing Reset,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,,No
EX-0321,Supine 90/90 Decompression,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,hip,,No
EX-0322,Child's Pose With Arm Reach,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,,No
EX-0323,Doorway Pec Stretch,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,,No
EX-0324,Lat Stretch,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,,,No
EX-0325,Hip Capsule Lean,,Jason supplied,CONFIRMED (name + grouping only),coach_recovery,coach_recovery,hip,,No
EX-0326,DB Bench Press,Dumbbell Bench Press; Flat DB Press; Flat Dumbbell Press,Jason supplied,CONFIRMED (name only),horizontal_vertical_push (alias block only),horizontal_push,,dumbbell,No
EX-0327,Incline Bench Press,Incline DB Bench Press; Incline Dumbbell Press,Jason supplied,CONFIRMED (name only),horizontal_vertical_push (alias block only),horizontal_push,,dumbbell,No
EX-0328,Single Arm DB Press,Single Arm Dumbbell Press,Jason supplied,CONFIRMED (name only),horizontal_vertical_push (alias block only),horizontal_push,,dumbbell,No
EX-0329,Machine Chest Press,,Jason supplied,CONFIRMED (name only),horizontal_vertical_push (alias block only),horizontal_push,,machine,No
EX-0330,Floor Press,DB Floor Press,Jason supplied + Jason programmed,CONFIRMED (name only) + used/described by Jason,horizontal_vertical_push (alias block only),horizontal_push,,dumbbell,No
EX-0331,Landmine Press,SA Landmine Press; Single Arm Landmine Press; Landmine Single-Arm Press,Jason supplied + Jason programmed,CONFIRMED (name only) + used/described by Jason,horizontal_vertical_push (alias block only),vertical_push,,landmine,No
EX-0332,Incline Push-Up,,Claude draft (unreviewed) + Jason programmed,PROPOSED + used/described by Jason,strength_marker_test,horizontal_push,shoulder; elbow; wrist,bar or bench at hip height,No
EX-0333,Conventional Deadlift,,Claude draft (unreviewed),PROPOSED,strength_marker_test,hinge,hip; knee; ankle; lumbar; thoracic,barbell,Yes
EX-0334,Wall Sit,,Claude draft (unreviewed),PROPOSED,strength_marker_test,squat_isometric,knee; hip; quad,wall,No
EX-0335,Copenhagen Plank Hold,,Claude draft (unreviewed),PROPOSED,strength_marker_test,adductor_strength,hip_adductor; obliques; shoulder,bench or box,No
EX-0336,Single-Leg Glute Bridge Hold,,Claude draft (unreviewed),PROPOSED,strength_marker_test,hip_extension_isometric,hip; hamstring; glute,floor,No
EX-0337,Single-Leg Sit-to-Stand,,Jason programmed,OBSERVED,strength_test,squat,,,No
EX-0338,Static Farmer Hold,,Jason programmed,OBSERVED,strength_test,carry,,,No
EX-0339,Sled Push,,Jason programmed,OBSERVED,conditioning,conditioning,,sled,No
EX-0340,"3-Minute Step Test (12in box, 60/min)",,Jason programmed,OBSERVED,cardio_test,cardio_test,,box,No
EX-0341,Slideboard Reverse Lunge,,Jason programmed,OBSERVED,squat_lunge_step,lunge,,slideboard,No
EX-0342,Split-Stance Row,,Jason programmed,OBSERVED,horizontal_pull,horizontal_pull,,,No
EX-0343,VOLTRA Row,,Jason programmed,OBSERVED,horizontal_pull,horizontal_pull,,VOLTRA | VOLTRA,No
EX-0344,Recumbent Bike,,Jason programmed,OBSERVED,cardio_zone2,cardio,,bike,No
EX-0345,Half-Kneeling Row,,Jason programmed,OBSERVED (performed with client; session plan Claude-drafted),horizontal_pull,horizontal_pull,knee,,No
EX-0346,Split Squat to Block,,Jason programmed,OBSERVED (performed with client; session plan Claude-drafted),squat_lunge_step,lunge,,,No
EX-0347,Stairwell Climb (30 steps/round),,Jason programmed,OBSERVED,conditioning,cardio,,,No
EX-0348,Ruck Walk,,Jason programmed,OBSERVED,conditioning,cardio,,,No
EX-0349,Hip Thrust Block Glute Bridge,,Jason programmed,OBSERVED,hinge_bridge_hamstring,hip_thrust_bridge,hip,,No
EX-0350,Shoulder CARs,,Jason programmed,OBSERVED,cars,mobility,shoulder,,No
EX-0351,Hip CARs,,Jason programmed,OBSERVED,cars,mobility,hip,,No
EX-0352,Neck CARs,,Jason programmed,CONFIRMED (Jason-described in his own session flow),cars,mobility,cervical,,No
EX-0353,Scapular CARs,,Jason programmed,CONFIRMED (Jason-described in his own session flow),cars,mobility,scapula,,No
EX-0354,T-Spine CARs,,Jason programmed,CONFIRMED (Jason-described in his own session flow),cars,mobility,thoracic,,No
EX-0355,Thoracic Twist,,Jason programmed,CONFIRMED (Jason-described in his own session flow),warm_up,mobility,thoracic,,No
EX-0356,Hip Flexor Rocks,,Jason programmed,CONFIRMED (Jason-described in his own session flow),warm_up_dynamic,mobility,hip,,No
EX-0357,Groin Rockers,,Jason programmed,CONFIRMED (Jason-described in his own session flow),warm_up_dynamic,mobility,,,No
EX-0358,World's Greatest Stretch,,Jason programmed,CONFIRMED (Jason-described in his own session flow),warm_up_dynamic,mobility,,,No
EX-0359,90/90 Hip PAILs/RAILs,,Jason programmed,OBSERVED,pails_rails,mobility,hip,,No
EX-0360,90/90 Hip PRH,,Jason programmed,OBSERVED,end_range,mobility,hip,,No
EX-0361,Cat-Cow Elbow Extension Stretch,,Jason programmed,OBSERVED,mobility,mobility,elbow,,No
EX-0362,VOLTRA Isokinetic Supine Hip IR/ER Capsule Work,,Jason programmed,OBSERVED,voltra_capsule,mobility,hip | hip,VOLTRA | VOLTRA (isokinetic mode),No
EX-0363,VOLTRA Triceps (eccentric overload),,Jason programmed,OBSERVED,voltra,shoulder_accessory,,VOLTRA | VOLTRA (eccentric overload),No
EX-0364,VOLTRA Hip Flexion Force/Power Test,,Jason programmed,OBSERVED,assessment,assessment,hip,VOLTRA | VOLTRA,No
EX-0365,Kettlebell Swing,,Rule only,CONFIRMED (rule),rule_only (not in Jason's list),hinge,,kettlebell,Yes
EX-0366,Prone Hip ER Isometric,,Claude draft (unreviewed),PROPOSED,case_B_proposed,mobility,hip,,No
EX-0367,Prone Shoulder ER Isometric,,Claude draft (unreviewed),PROPOSED,case_B_proposed,mobility,shoulder,,No
EX-0368,Banded 90/90 Hip ER,,Claude draft (unreviewed),PROPOSED,case_B_proposed,mobility,hip,band,No
EX-0369,CARs library family - cervical,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,cervical,,No
EX-0370,CARs library family - thoracic,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,thoracic,,No
EX-0371,CARs library family - lumbar,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,lumbar,,No
EX-0372,CARs library family - shoulder,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,shoulder,,No
EX-0373,CARs library family - scapular,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,scapular,,No
EX-0374,CARs library family - elbow,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,elbow,,No
EX-0375,CARs library family - wrist,,Jason corrected,CONFIRMED (position order),cars_library,mobility,wrist,,No
EX-0376,CARs library family - hip,,Jason corrected,CONFIRMED (position order),cars_library,mobility,hip,,No
EX-0377,CARs library family - knee,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,knee,,No
EX-0378,CARs library family - ankle,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,ankle,,No
EX-0379,CARs library family - toe,,Claude draft (unreviewed),PROPOSED,cars_library,mobility,toe,,No
EX-0380,PAILs/RAILs - cervical - Cervical Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,cervical,,No
EX-0381,PAILs/RAILs - cervical - Cervical Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,cervical,,No
EX-0382,PAILs/RAILs - cervical - Cervical Lateral Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,cervical,,No
EX-0383,PAILs/RAILs - cervical - Cervical Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,cervical,,No
EX-0384,PAILs/RAILs - thoracic - T-Spine Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,thoracic,,No
EX-0385,PAILs/RAILs - thoracic - T-Spine Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,thoracic,,No
EX-0386,PAILs/RAILs - thoracic - T-Spine Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,thoracic,,No
EX-0387,PAILs/RAILs - lumbar - Lumbar Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,lumbar,,No
EX-0388,PAILs/RAILs - lumbar - Lumbar Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,lumbar,,No
EX-0389,PAILs/RAILs - lumbar - Lumbar/QL Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,lumbar,,No
EX-0390,PAILs/RAILs - shoulder - Anterior Capsule (ER in flexion),,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,shoulder,,No
EX-0391,PAILs/RAILs - shoulder - Posterior Capsule (IR in flexion),,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,shoulder,,No
EX-0392,PAILs/RAILs - shoulder - Inferior Capsule (overhead flexion),,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,shoulder,,No
EX-0393,PAILs/RAILs - shoulder - Horizontal Abduction (cross-body),,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,shoulder,,No
EX-0394,PAILs/RAILs - shoulder - Shoulder Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,shoulder,,No
EX-0395,PAILs/RAILs - scapular - Scapular Upward Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,scapular,,No
EX-0396,PAILs/RAILs - scapular - Scapular Downward Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,scapular,,No
EX-0397,PAILs/RAILs - scapular - Scapular Protraction,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,scapular,,No
EX-0398,PAILs/RAILs - scapular - Scapular Retraction,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,scapular,,No
EX-0399,PAILs/RAILs - elbow - Elbow Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,elbow,,No
EX-0400,PAILs/RAILs - elbow - Elbow Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,elbow,,No
EX-0401,PAILs/RAILs - elbow - Forearm Supination,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,elbow,,No
EX-0402,PAILs/RAILs - elbow - Forearm Pronation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,elbow,,No
EX-0403,PAILs/RAILs - wrist - Wrist Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,wrist,,No
EX-0404,PAILs/RAILs - wrist - Wrist Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,wrist,,No
EX-0405,PAILs/RAILs - wrist - Radial Deviation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,wrist,,No
EX-0406,PAILs/RAILs - wrist - Ulnar Deviation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,wrist,,No
EX-0407,PAILs/RAILs - hip - Anterior Capsule (ER in flexion) - 90/90 ER,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,hip,,No
EX-0408,PAILs/RAILs - hip - Posterior Capsule (IR in flexion) - 90/90 IR,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,hip,,No
EX-0409,PAILs/RAILs - hip - Anterior Hip (Extension),,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,hip,,No
EX-0410,PAILs/RAILs - hip - Deep Hip Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,hip,,No
EX-0411,PAILs/RAILs - hip - Hip Abduction,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,hip,,No
EX-0412,PAILs/RAILs - hip - Hip Adduction,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,hip,,No
EX-0413,PAILs/RAILs - knee - Knee Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,knee,,No
EX-0414,PAILs/RAILs - knee - Knee Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,knee,,No
EX-0415,PAILs/RAILs - knee - Tibial Internal Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,knee,,No
EX-0416,PAILs/RAILs - knee - Tibial External Rotation,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,knee,,No
EX-0417,PAILs/RAILs - ankle - Ankle Dorsiflexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,ankle,,No
EX-0418,PAILs/RAILs - ankle - Ankle Plantarflexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,ankle,,No
EX-0419,PAILs/RAILs - ankle - Ankle Inversion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,ankle,,No
EX-0420,PAILs/RAILs - ankle - Ankle Eversion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,ankle,,No
EX-0421,PAILs/RAILs - toe - Big Toe Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,toe,,No
EX-0422,PAILs/RAILs - toe - Big Toe Flexion,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,toe,,No
EX-0423,PAILs/RAILs - toe - Lateral Toes Extension,,Claude draft (unreviewed),PROPOSED,pails_rails_library,mobility,toe,,No
