review_priority,legacy_id,name,library,modality,primary_joint,secondary_joints,pattern,contraindications,legacy_contraindicated_if,canonical_exercise_id,review_status,reviewer,reviewed_at,coach_review_notes
P1_verify_existing_tags,knee_car_quadruped_l6,Knee CAR LVI - Movement Focus - Quadruped,cars,LVI,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_seated_box_l6,Knee CAR LVI - Movement Focus - Seated Box,cars,LVI,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_standing_l6,Knee CAR LVI - Movement Focus - Standing,cars,LVI,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_supine_l6,Knee CAR LVI - Movement Focus - Supine,cars,LVI,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_quadruped_l7,Knee CAR LVII - Articular Focus - Quadruped,cars,LVII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_seated_box_l7,Knee CAR LVII - Articular Focus - Seated Box,cars,LVII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_standing_l7,Knee CAR LVII - Articular Focus - Standing,cars,LVII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_supine_l7,Knee CAR LVII - Articular Focus - Supine,cars,LVII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_quadruped_l8,Knee CAR LVIII - Capacity Focus - Quadruped,cars,LVIII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_seated_box_l8,Knee CAR LVIII - Capacity Focus - Seated Box,cars,LVIII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_standing_l8,Knee CAR LVIII - Capacity Focus - Standing,cars,LVIII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,knee_car_supine_l8,Knee CAR LVIII - Capacity Focus - Supine,cars,LVIII,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_quadruped_l6,Lumbar CAR LVI - Movement Focus - Quadruped,cars,LVI,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_seated_tall_l6,Lumbar CAR LVI - Movement Focus - Seated Tall,cars,LVI,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_side_lying_l6,Lumbar CAR LVI - Movement Focus - Side Lying,cars,LVI,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_standing_l6,Lumbar CAR LVI - Movement Focus - Standing,cars,LVI,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_quadruped_l7,Lumbar CAR LVII - Articular Focus - Quadruped,cars,LVII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_seated_tall_l7,Lumbar CAR LVII - Articular Focus - Seated Tall,cars,LVII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_side_lying_l7,Lumbar CAR LVII - Articular Focus - Side Lying,cars,LVII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_standing_l7,Lumbar CAR LVII - Articular Focus - Standing,cars,LVII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_quadruped_l8,Lumbar CAR LVIII - Capacity Focus - Quadruped,cars,LVIII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_seated_tall_l8,Lumbar CAR LVIII - Capacity Focus - Seated Tall,cars,LVIII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_side_lying_l8,Lumbar CAR LVIII - Capacity Focus - Side Lying,cars,LVIII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,lumbar_car_standing_l8,Lumbar CAR LVIII - Capacity Focus - Standing,cars,LVIII,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_hanging_l6,Scapular CAR LVI - Movement Focus - Hanging,cars,LVI,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_prone_l6,Scapular CAR LVI - Movement Focus - Prone,cars,LVI,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_quadruped_l6,Scapular CAR LVI - Movement Focus - Quadruped,cars,LVI,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_standing_l6,Scapular CAR LVI - Movement Focus - Standing,cars,LVI,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_hanging_l7,Scapular CAR LVII - Articular Focus - Hanging,cars,LVII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_prone_l7,Scapular CAR LVII - Articular Focus - Prone,cars,LVII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_quadruped_l7,Scapular CAR LVII - Articular Focus - Quadruped,cars,LVII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_standing_l7,Scapular CAR LVII - Articular Focus - Standing,cars,LVII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_hanging_l8,Scapular CAR LVIII - Capacity Focus - Hanging,cars,LVIII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_prone_l8,Scapular CAR LVIII - Capacity Focus - Prone,cars,LVIII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_quadruped_l8,Scapular CAR LVIII - Capacity Focus - Quadruped,cars,LVIII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,scapular_car_standing_l8,Scapular CAR LVIII - Capacity Focus - Standing,cars,LVIII,scapular,,,acute_neck_pain | acute_shoulder_pain,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_prone_bench_l6,Shoulder CAR LVI - Movement Focus - Prone Bench,cars,LVI,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_quadruped_bear_l6,Shoulder CAR LVI - Movement Focus - Quadruped Bear,cars,LVI,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_side_lying_l6,Shoulder CAR LVI - Movement Focus - Side Lying,cars,LVI,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_standing_l6,Shoulder CAR LVI - Movement Focus - Standing,cars,LVI,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_prone_bench_l7,Shoulder CAR LVII - Articular Focus - Prone Bench,cars,LVII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_quadruped_bear_l7,Shoulder CAR LVII - Articular Focus - Quadruped Bear,cars,LVII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_side_lying_l7,Shoulder CAR LVII - Articular Focus - Side Lying,cars,LVII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_standing_l7,Shoulder CAR LVII - Articular Focus - Standing,cars,LVII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_prone_bench_l8,Shoulder CAR LVIII - Capacity Focus - Prone Bench,cars,LVIII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_quadruped_bear_l8,Shoulder CAR LVIII - Capacity Focus - Quadruped Bear,cars,LVIII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_side_lying_l8,Shoulder CAR LVIII - Capacity Focus - Side Lying,cars,LVIII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_car_standing_l8,Shoulder CAR LVIII - Capacity Focus - Standing,cars,LVIII,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_half_kneeling_l6,Thoracic CAR LVI - Movement Focus - Half Kneeling,cars,LVI,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_quadruped_l6,Thoracic CAR LVI - Movement Focus - Quadruped,cars,LVI,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_seated_tall_l6,Thoracic CAR LVI - Movement Focus - Seated Tall,cars,LVI,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_standing_l6,Thoracic CAR LVI - Movement Focus - Standing,cars,LVI,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_half_kneeling_l7,Thoracic CAR LVII - Articular Focus - Half Kneeling,cars,LVII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_quadruped_l7,Thoracic CAR LVII - Articular Focus - Quadruped,cars,LVII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_seated_tall_l7,Thoracic CAR LVII - Articular Focus - Seated Tall,cars,LVII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_standing_l7,Thoracic CAR LVII - Articular Focus - Standing,cars,LVII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_half_kneeling_l8,Thoracic CAR LVIII - Capacity Focus - Half Kneeling,cars,LVIII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_quadruped_l8,Thoracic CAR LVIII - Capacity Focus - Quadruped,cars,LVIII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_seated_tall_l8,Thoracic CAR LVIII - Capacity Focus - Seated Tall,cars,LVIII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,thoracic_car_standing_l8,Thoracic CAR LVIII - Capacity Focus - Standing,cars,LVIII,thoracic,,,acute_thoracic_pain | rib_injury | post_surgical_chest,,,unreviewed,,,
P1_verify_existing_tags,toe_car_seated_l6,Toe CAR LVI - Movement Focus - Seated,cars,LVI,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_short_foot_standing_l6,Toe CAR LVI - Movement Focus - Short Foot Standing,cars,LVI,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_standing_l6,Toe CAR LVI - Movement Focus - Standing,cars,LVI,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_seated_l7,Toe CAR LVII - Articular Focus - Seated,cars,LVII,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_short_foot_standing_l7,Toe CAR LVII - Articular Focus - Short Foot Standing,cars,LVII,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_standing_l7,Toe CAR LVII - Articular Focus - Standing,cars,LVII,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_seated_l8,Toe CAR LVIII - Capacity Focus - Seated,cars,LVIII,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_short_foot_standing_l8,Toe CAR LVIII - Capacity Focus - Short Foot Standing,cars,LVIII,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_car_standing_l8,Toe CAR LVIII - Capacity Focus - Standing,cars,LVIII,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_quadruped_loaded_l6,Wrist CAR LVI - Movement Focus - Quadruped Loaded,cars,LVI,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_seated_forearm_locked_l6,Wrist CAR LVI - Movement Focus - Seated Forearm Locked,cars,LVI,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_side_lying_forearm_locked_l6,Wrist CAR LVI - Movement Focus - Side Lying Forearm Locked,cars,LVI,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_standing_l6,Wrist CAR LVI - Movement Focus - Standing,cars,LVI,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_quadruped_loaded_l7,Wrist CAR LVII - Articular Focus - Quadruped Loaded,cars,LVII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_seated_forearm_locked_l7,Wrist CAR LVII - Articular Focus - Seated Forearm Locked,cars,LVII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_side_lying_forearm_locked_l7,Wrist CAR LVII - Articular Focus - Side Lying Forearm Locked,cars,LVII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_standing_l7,Wrist CAR LVII - Articular Focus - Standing,cars,LVII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_quadruped_loaded_l8,Wrist CAR LVIII - Capacity Focus - Quadruped Loaded,cars,LVIII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_seated_forearm_locked_l8,Wrist CAR LVIII - Capacity Focus - Seated Forearm Locked,cars,LVIII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_side_lying_forearm_locked_l8,Wrist CAR LVIII - Capacity Focus - Side Lying Forearm Locked,cars,LVIII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,wrist_car_standing_l8,Wrist CAR LVIII - Capacity Focus - Standing,cars,LVIII,wrist,,,acute_wrist_pain | carpal_tunnel_flare | recent_wrist_injury,,,unreviewed,,,
P1_verify_existing_tags,ankle_err_df,Ankle DF ERR (Slow End-Range Movement),end_range,ERR,ankle,,,Cannot PRLO,,,unreviewed,,,
P1_verify_existing_tags,ankle_hover_df,Ankle DF Hover (Sustained End-Range),end_range,Hover,ankle,,,Achilles pain | Calf cramping,,,unreviewed,,,
P1_verify_existing_tags,ankle_prh_df_kneeling,Ankle DF PRH (Kneeling Lunge with Loaded Ankle),end_range,PRH,ankle,,,Acute ankle pain | Recent ankle sprain | Achilles tendon flare,,,unreviewed,,,
P1_verify_existing_tags,ankle_prlo_df,Ankle DF PRLO (Heel-Loaded Lift),end_range,PRLO,ankle,,,Cannot PRH | Heel lift during attempt,,,unreviewed,,,
P1_verify_existing_tags,ankle_prh_eversion,Ankle Eversion PRH (End Range Everted Hold),end_range,PRH,ankle,,,Acute medial ankle pain,,,unreviewed,,,
P1_verify_existing_tags,ankle_prh_inversion,Ankle Inversion PRH (End Range Inverted Hold),end_range,PRH,ankle,,,Recent lateral ankle sprain within 6 weeks | Pain on inversion,,,unreviewed,,,
P1_verify_existing_tags,ankle_prlo_inversion,Ankle Inversion PRLO (Active Tilt),end_range,PRLO,ankle,,,Recent sprain acute phase | Pain during movement,,,unreviewed,,,
P1_verify_existing_tags,ankle_loaded_car,Ankle Loaded CAR (Band Resistance),end_range,Loaded_CAR,ankle,,,Ankle CAR not owned unloaded,,,unreviewed,,,
P1_verify_existing_tags,ankle_prh_pf_kneeling,Ankle PF PRH (Toes Pointed Heel Sit),end_range,PRH,ankle,,,Acute anterior ankle pain | Foot cramping,,,unreviewed,,,
P1_verify_existing_tags,ankle_prlo_pf,Ankle PF PRLO (Active Push to End),end_range,PRLO,ankle,,,Cramping,,,unreviewed,,,
P1_verify_existing_tags,cervical_prh_flexion,Cervical Flexion PRH (Supine Chin Tuck),end_range,PRH,cervical,,,Acute cervical pain | Cervical radiculopathy acute | Recent neck injury,,,unreviewed,,,
P1_verify_existing_tags,cervical_prlo_flexion,Cervical Flexion PRLO (Supine Head Lift),end_range,PRLO,cervical,,,Loss of chin tuck during lift (means not ready) | Pain during lift,,,unreviewed,,,
P1_verify_existing_tags,cervical_prh_lateral_flexion,Cervical Lateral Flexion PRH (Ear-to-Shoulder),end_range,PRH,cervical,,,Acute cervical pain | Thoracic outlet symptoms,,,unreviewed,,,
P1_verify_existing_tags,cervical_loaded_car,Cervical Loaded CAR (Light Resistance / Manual),end_range,Loaded_CAR,cervical,,,Cervical CAR not owned unloaded | Any cervical pain | Vascular concerns (do not program without medical clearance),,,unreviewed,,,
P1_verify_existing_tags,cervical_err_rotation,Cervical Rotation ERR (End-Range Micro-Movements),end_range,ERR,cervical,,,Any cervical pain during movement | Dizziness,,,unreviewed,,,
P1_verify_existing_tags,cervical_prh_rotation,Cervical Rotation PRH (End-Range Rotation Hold),end_range,PRH,cervical,,,Acute cervical pain in rotation | Dizziness on rotation (vestibular issue),,,unreviewed,,,
P1_verify_existing_tags,elbow_prh_extension,Elbow Extension PRH (Full Lock-Out Hold),end_range,PRH,elbow,,,Hyperextended elbows (don't load beyond anatomical end range) | Biceps tendon pain at extension,,,unreviewed,,,
P1_verify_existing_tags,elbow_prlo_extension,Elbow Extension PRLO (Locked Position Lift),end_range,PRLO,elbow,,,Cannot PRH | Hyperextension concerns,,,unreviewed,,,
P1_verify_existing_tags,elbow_err_flexion,Elbow Flexion ERR (Small-Range End Slow Curls),end_range,ERR,elbow,,,Cannot tolerate PRLO | Biceps tendon pain,,,unreviewed,,,
P1_verify_existing_tags,elbow_prh_flexion,Elbow Flexion PRH (Bicep Curl End Range),end_range,PRH,elbow,,,Acute elbow pain at end range | Biceps tendon flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_prlo_flexion,Elbow Flexion PRLO (Lift-Off at End Range),end_range,PRLO,elbow,,,Cannot PRH cleanly | Pain during lift,,,unreviewed,,,
P1_verify_existing_tags,elbow_loaded_car,Elbow Loaded CAR (Light Weight),end_range,Loaded_CAR,elbow,,,Elbow CAR not owned unloaded | Any elbow pain,,,unreviewed,,,
P1_verify_existing_tags,foot_prh_arch_short,Foot Arch PRH (Short Foot Hold),end_range,PRH,foot,,,Cramping | Plantar fasciitis acute,,,unreviewed,,,
P1_verify_existing_tags,foot_loaded_car,Foot Loaded CAR (Band Resistance on Big Toe),end_range,Loaded_CAR,foot,,,Basic toe CAR not owned | Acute foot pain,,,unreviewed,,,
P1_verify_existing_tags,hip_hover_abduction,Hip Abduction Hover (Side-Lying Sustained Lift),end_range,Hover,hip,,,Cannot maintain side-lying position | Cramping,,,unreviewed,,,
P1_verify_existing_tags,hip_prh_abduction_straddle,Hip Abduction PRH (Straddle Hold),end_range,PRH,hip,,,Acute adductor strain | Medial knee pain | Acute hamstring strain,,,unreviewed,,,
P1_verify_existing_tags,hip_prlo_abduction_side_lying,Hip Abduction PRLO (Side-Lying End-Range Lift),end_range,PRLO,hip,,,Cramping in glute med (reduce intensity) | SI joint irritation,,,unreviewed,,,
P1_verify_existing_tags,hip_hover_er,Hip ER Hover (Sustained Lift-Off),end_range,Hover,hip,,,Cannot PRLO | Cramping during hold,,,unreviewed,,,
P1_verify_existing_tags,hip_prh_er_90_90_front,Hip ER PRH (90/90 Front Leg),end_range,PRH,hip,,,Acute knee pain (front knee loads in ER) | Hip labral flare | Cannot maintain pelvis upright - regress to elevated 90/90,,,unreviewed,,,
P1_verify_existing_tags,hip_prlo_er_lift_off,Hip ER PRLO (90/90 Front Shin Lift-Off),end_range,PRLO,hip,,,Cannot PRH cleanly | Pain during lift | Pelvic compensation during lift,,,unreviewed,,,
P1_verify_existing_tags,hip_err_er,Hip ERR (External Rotation Slow End-Range),end_range,ERR,hip,,,Cannot PRLO cleanly | Pain during small-range rotation,,,unreviewed,,,
P1_verify_existing_tags,hip_err_ir,Hip ERR (Internal Rotation Slow End-Range),end_range,ERR,hip,,,Cannot PRLO | Pelvic compensation,,,unreviewed,,,
P1_verify_existing_tags,hip_prh_extension_couch,Hip Extension PRH (Couch Stretch),end_range,PRH,hip,,,Acute back knee pain | Quad strain | Recent knee surgery,,,unreviewed,,,
P1_verify_existing_tags,hip_prlo_extension_couch,Hip Extension PRLO (Couch Stretch Active Glute Drive),end_range,PRLO,hip,,,Cannot tolerate couch stretch | Glute cramping (reduce intensity),,,unreviewed,,,
P1_verify_existing_tags,hip_prh_flexion_bear_sit,Hip Flexion PRH (Deep Squat or Bear Sit Hold),end_range,PRH,hip,,,Acute knee pain | Cannot descend without heel lift (use heel-elevated regression) | Hip impingement symptoms,,,unreviewed,,,
P1_verify_existing_tags,hip_prlo_flexion_hang,Hip Flexion PRLO (Hanging Knee Raise to End Range),end_range,PRLO,hip,,,Cannot tolerate hang (regress to supine) | Hip impingement in flexion,,,unreviewed,,,
P1_verify_existing_tags,hip_hover_ir,Hip IR Hover (Sustained Back Thigh Lift),end_range,Hover,hip,,,Cannot PRLO IR,,,unreviewed,,,
P1_verify_existing_tags,hip_prh_ir_90_90_back,Hip IR PRH (90/90 Back Leg),end_range,PRH,hip,,,Acute knee pain (back knee) | Cannot tolerate the back hip IR position at all,,,unreviewed,,,
P1_verify_existing_tags,hip_prlo_ir_lift_off,Hip IR PRLO (90/90 Back Thigh Lift),end_range,PRLO,hip,,,Cannot PRH IR | Pelvic shift during attempt,,,unreviewed,,,
P1_verify_existing_tags,hip_loaded_car,Hip Loaded CAR (Ankle Weight or Band),end_range,Loaded_CAR,hip,,,Hip CARs not owned unloaded | Any hip pain during unloaded version | Acute hip issues,,,unreviewed,,,
P1_verify_existing_tags,hip_loaded_car_banded,Hip Loaded CAR (Band Multi-Directional),end_range,Loaded_CAR,hip,,,Basic loaded CAR not owned | Balance issues with band pull,,,unreviewed,,,
P1_verify_existing_tags,knee_err_extension,Knee Extension ERR (Terminal Extension Slow Movement),end_range,ERR,knee,,,Hyperextension,,,unreviewed,,,
P1_verify_existing_tags,knee_hover_extension,Knee Extension Hover (Sustained Terminal Lift),end_range,Hover,knee,,,Cramping | Fatigue compensation,,,unreviewed,,,
P1_verify_existing_tags,knee_prh_extension_full,Knee Extension PRH (Terminal Extension Hold),end_range,PRH,knee,,,Hyperextended knees (don't load beyond anatomical) | Acute patellar tendon flare,,,unreviewed,,,
P1_verify_existing_tags,knee_prlo_extension,Knee Extension PRLO (Terminal Lift),end_range,PRLO,knee,,,Hyperextension | Pain during lift,,,unreviewed,,,
P1_verify_existing_tags,knee_err_flexion,Knee Flexion ERR (Small Range End-Flexion),end_range,ERR,knee,,,Cannot PRLO,,,unreviewed,,,
P1_verify_existing_tags,knee_prh_flexion_deep,Knee Flexion PRH (Deep Squat or Heel-Sit),end_range,PRH,knee,,,Acute knee pain in deep flexion | Recent knee surgery without clearance | Meniscus acute flare,,,unreviewed,,,
P1_verify_existing_tags,knee_prh_flexion_prone,Knee Flexion PRH (Prone Heel-to-Glute),end_range,PRH,knee,,,Acute quad strain | Knee flexion pain,,,unreviewed,,,
P1_verify_existing_tags,knee_prlo_flexion,Knee Flexion PRLO (Active Heel Drive),end_range,PRLO,knee,,,Hamstring cramping (reduce intensity) | Cannot PRH cleanly,,,unreviewed,,,
P1_verify_existing_tags,knee_loaded_car,Knee Loaded CAR (Ankle Weight),end_range,Loaded_CAR,knee,,,Acute knee pain | Cannot perform CAR unloaded,,,unreviewed,,,
P1_verify_existing_tags,lumbar_prh_extension_sphinx,Lumbar Extension PRH (Sphinx Position),end_range,PRH,lumbar,,,"Extension-intolerant back pain (stenosis, facet-dominant) | Acute lumbar pain in extension",,,unreviewed,,,
P1_verify_existing_tags,lumbar_prlo_extension,Lumbar Extension PRLO (Prone Cobra Active),end_range,PRLO,lumbar,,,Extension intolerance | Facet joint issues,,,unreviewed,,,
P1_verify_existing_tags,lumbar_prh_flexion_cat,Lumbar Flexion PRH (Cat Position Hold),end_range,PRH,lumbar,,,Disc flare (flexion intolerant) | Acute lumbar pain,,,unreviewed,,,
P1_verify_existing_tags,lumbar_prlo_flexion,Lumbar Flexion PRLO (Active Cat),end_range,PRLO,lumbar,,,Flexion intolerance | Disc flare,,,unreviewed,,,
P1_verify_existing_tags,lumbar_prh_lateral_flexion,Lumbar Lateral Flexion PRH (Side-Bend Hold),end_range,PRH,lumbar,,,Acute lumbar pain | SI joint pain,,,unreviewed,,,
